ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE001345,Renewal Query — Case 1345,New,,Renewal Query,,
CASE001346,Renewal Query — Case 1346,Working,Medium,Renewal Query,ACC000346,CON001346
CASE001347,Renewal Query — Case 1347,Escalated,Low,Renewal Query,ACC000347,CON001347
CASE001348,Renewal Query — Case 1348,Closed,,Renewal Query,ACC000348,
CASE001349,Renewal Query — Case 1349,New,Medium,Renewal Query,ACC000349,CON001349
CASE001350,Renewal Query — Case 1350,Working,Low,Renewal Query,ACC000350,CON001350
CASE001351,Renewal Query — Case 1351,Escalated,,Renewal Query,ACC000351,
CASE001352,Renewal Query — Case 1352,Closed,Medium,Renewal Query,ACC000352,CON001352
CASE001353,Renewal Query — Case 1353,New,Low,Renewal Query,,CON001353
CASE001354,Renewal Query — Case 1354,Working,,Renewal Query,ACC000354,
CASE001355,Renewal Query — Case 1355,Escalated,Medium,Renewal Query,ACC000355,CON001355
CASE001356,Renewal Query — Case 1356,Closed,Low,Renewal Query,ACC000356,CON001356
CASE001357,Renewal Query — Case 1357,New,,Renewal Query,ACC000357,
CASE001358,Renewal Query — Case 1358,Working,Medium,Renewal Query,ACC000358,CON001358
CASE001359,Renewal Query — Case 1359,Escalated,Low,Renewal Query,ACC000359,CON001359
CASE001360,Renewal Query — Case 1360,Closed,,Renewal Query,ACC000360,
CASE001361,Renewal Query — Case 1361,New,Medium,Renewal Query,,CON001361
CASE001362,Renewal Query — Case 1362,Working,Low,Renewal Query,ACC000362,CON001362
CASE001363,Renewal Query — Case 1363,Escalated,,Renewal Query,ACC000363,
CASE001364,Renewal Query — Case 1364,Closed,Medium,Renewal Query,ACC000364,CON001364
CASE001365,Renewal Query — Case 1365,New,Low,Renewal Query,ACC000365,CON001365
CASE001366,Renewal Query — Case 1366,Working,,Renewal Query,ACC000366,
CASE001367,Renewal Query — Case 1367,Escalated,Medium,Renewal Query,ACC000367,CON001367
CASE001368,Renewal Query — Case 1368,Closed,Low,Renewal Query,ACC000368,CON001368
CASE001369,Renewal Query — Case 1369,New,,Renewal Query,,
CASE001370,Renewal Query — Case 1370,Working,Medium,Renewal Query,ACC000370,CON001370
CASE001371,Renewal Query — Case 1371,Escalated,Low,Renewal Query,ACC000371,CON001371
CASE001372,Renewal Query — Case 1372,Closed,,Renewal Query,ACC000372,
CASE001373,Renewal Query — Case 1373,New,Medium,Renewal Query,ACC000373,CON001373
CASE001374,Renewal Query — Case 1374,Working,Low,Renewal Query,ACC000374,CON001374
CASE001375,Renewal Query — Case 1375,Escalated,,Renewal Query,ACC000375,
CASE001376,Renewal Query — Case 1376,Closed,Medium,Renewal Query,ACC000376,CON001376
CASE001377,Renewal Query — Case 1377,New,Low,Renewal Query,,CON001377
CASE001378,Renewal Query — Case 1378,Working,,Renewal Query,ACC000378,
CASE001379,Renewal Query — Case 1379,Escalated,Medium,Renewal Query,ACC000379,CON001379
CASE001380,Renewal Query — Case 1380,Closed,Low,Renewal Query,ACC000380,CON001380
CASE001381,Renewal Query — Case 1381,New,,Renewal Query,ACC000381,
CASE001382,Renewal Query — Case 1382,Working,Medium,Renewal Query,ACC000382,CON001382
CASE001383,Renewal Query — Case 1383,Escalated,Low,Renewal Query,ACC000383,CON001383
CASE001384,Renewal Query — Case 1384,Closed,,Renewal Query,ACC000384,
CASE001385,Renewal Query — Case 1385,New,Medium,Renewal Query,,CON001385
CASE001386,Renewal Query — Case 1386,Working,Low,Renewal Query,ACC000386,CON001386
CASE001387,Renewal Query — Case 1387,Escalated,,Renewal Query,ACC000387,
CASE001388,Renewal Query — Case 1388,Closed,Medium,Renewal Query,ACC000388,CON001388
CASE001389,Renewal Query — Case 1389,New,Low,Renewal Query,ACC000389,CON001389
CASE001390,Renewal Query — Case 1390,Working,,Renewal Query,ACC000390,
CASE001391,Renewal Query — Case 1391,Escalated,Medium,Renewal Query,ACC000391,CON001391
CASE001392,Renewal Query — Case 1392,Closed,Low,Renewal Query,ACC000392,CON001392
CASE001393,Renewal Query — Case 1393,New,,Renewal Query,,
CASE001394,Renewal Query — Case 1394,Working,Medium,Renewal Query,ACC000394,CON001394
CASE001395,Renewal Query — Case 1395,Escalated,Low,Renewal Query,ACC000395,CON001395
CASE001396,Renewal Query — Case 1396,Closed,,Renewal Query,ACC000396,
CASE001397,Renewal Query — Case 1397,New,Medium,Renewal Query,ACC000397,CON001397
CASE001398,Renewal Query — Case 1398,Working,Low,Renewal Query,ACC000398,CON001398
CASE001399,Renewal Query — Case 1399,Escalated,,Renewal Query,ACC000399,
CASE001400,Renewal Query — Case 1400,Closed,Medium,Renewal Query,ACC000400,CON001400
CASE001401,Renewal Query — Case 1401,New,Low,Renewal Query,,CON001401
CASE001402,Renewal Query — Case 1402,Working,,Renewal Query,ACC000402,
CASE001403,Renewal Query — Case 1403,Escalated,Medium,Renewal Query,ACC000403,CON001403
CASE001404,Renewal Query — Case 1404,Closed,Low,Renewal Query,ACC000404,CON001404
CASE001405,Renewal Query — Case 1405,New,,Renewal Query,ACC000405,
CASE001406,Renewal Query — Case 1406,Working,Medium,Renewal Query,ACC000406,CON001406
CASE001407,Renewal Query — Case 1407,Escalated,Low,Renewal Query,ACC000407,CON001407
CASE001408,Renewal Query — Case 1408,Closed,,Renewal Query,ACC000408,
CASE001409,Renewal Query — Case 1409,New,Medium,Renewal Query,,CON001409
CASE001410,Renewal Query — Case 1410,Working,Low,Renewal Query,ACC000410,CON001410
CASE001411,Renewal Query — Case 1411,Escalated,,Renewal Query,ACC000411,
CASE001412,Renewal Query — Case 1412,Closed,Medium,Renewal Query,ACC000412,CON001412
CASE001413,Renewal Query — Case 1413,New,Low,Renewal Query,ACC000413,CON001413
CASE001414,Renewal Query — Case 1414,Working,,Renewal Query,ACC000414,
CASE001415,Renewal Query — Case 1415,Escalated,Medium,Renewal Query,ACC000415,CON001415
CASE001416,Renewal Query — Case 1416,Closed,Low,Renewal Query,ACC000416,CON001416
CASE001417,Renewal Query — Case 1417,New,,Renewal Query,,
CASE001418,Renewal Query — Case 1418,Working,Medium,Renewal Query,ACC000418,CON001418
CASE001419,Renewal Query — Case 1419,Escalated,Low,Renewal Query,ACC000419,CON001419
CASE001420,Renewal Query — Case 1420,Closed,,Renewal Query,ACC000420,
CASE001421,Renewal Query — Case 1421,New,Medium,Renewal Query,ACC000421,CON001421
CASE001422,Renewal Query — Case 1422,Working,Low,Renewal Query,ACC000422,CON001422
CASE001423,Renewal Query — Case 1423,Escalated,,Renewal Query,ACC000423,
CASE001424,Renewal Query — Case 1424,Closed,Medium,Renewal Query,ACC000424,CON001424
CASE001425,Renewal Query — Case 1425,New,Low,Renewal Query,,CON001425
CASE001426,Renewal Query — Case 1426,Working,,Renewal Query,ACC000426,
CASE001427,Renewal Query — Case 1427,Escalated,Medium,Renewal Query,ACC000427,CON001427
CASE001428,Fraud Report — Case 1428,Closed,Low,Fraud Report,ACC000428,CON001428
CASE001429,Fraud Report — Case 1429,New,,Fraud Report,ACC000429,
CASE001430,Fraud Report — Case 1430,Working,Medium,Fraud Report,ACC000430,CON001430
CASE001431,Fraud Report — Case 1431,Escalated,Low,Fraud Report,ACC000431,CON001431
CASE001432,Fraud Report — Case 1432,Closed,,Fraud Report,ACC000432,
CASE001433,Fraud Report — Case 1433,New,Medium,Fraud Report,,CON001433
CASE001434,Fraud Report — Case 1434,Working,Low,Fraud Report,ACC000434,CON001434
CASE001435,Fraud Report — Case 1435,Escalated,,Fraud Report,ACC000435,
CASE001436,Fraud Report — Case 1436,Closed,Medium,Fraud Report,ACC000436,CON001436
CASE001437,Fraud Report — Case 1437,New,Low,Fraud Report,ACC000437,CON001437
CASE001438,Fraud Report — Case 1438,Working,,Fraud Report,ACC000438,
CASE001439,Fraud Report — Case 1439,Escalated,Medium,Fraud Report,ACC000439,CON001439
CASE001440,Fraud Report — Case 1440,Closed,Low,Fraud Report,ACC000440,CON001440
CASE001441,Fraud Report — Case 1441,New,,Fraud Report,,
CASE001442,Fraud Report — Case 1442,Working,Medium,Fraud Report,ACC000442,CON001442
CASE001443,Fraud Report — Case 1443,Escalated,Low,Fraud Report,ACC000443,CON001443
CASE001444,Fraud Report — Case 1444,Closed,,Fraud Report,ACC000444,
CASE001445,Fraud Report — Case 1445,New,Medium,Fraud Report,ACC000445,CON001445
CASE001446,Fraud Report — Case 1446,Working,Low,Fraud Report,ACC000446,CON001446
CASE001447,Fraud Report — Case 1447,Escalated,,Fraud Report,ACC000447,
CASE001448,Fraud Report — Case 1448,Closed,Medium,Fraud Report,ACC000448,CON001448
CASE001449,Fraud Report — Case 1449,New,Low,Fraud Report,,CON001449
CASE001450,Fraud Report — Case 1450,Working,,Fraud Report,ACC000450,
CASE001451,Fraud Report — Case 1451,Escalated,Medium,Fraud Report,ACC000451,CON001451
CASE001452,Fraud Report — Case 1452,Closed,Low,Fraud Report,ACC000452,CON001452
CASE001453,Fraud Report — Case 1453,New,,Fraud Report,ACC000453,
CASE001454,Fraud Report — Case 1454,Working,Medium,Fraud Report,ACC000454,CON001454
CASE001455,Fraud Report — Case 1455,Escalated,Low,Fraud Report,ACC000455,CON001455
CASE001456,Fraud Report — Case 1456,Closed,,Fraud Report,ACC000456,
CASE001457,Fraud Report — Case 1457,New,Medium,Fraud Report,,CON001457
CASE001458,Fraud Report — Case 1458,Working,Low,Fraud Report,ACC000458,CON001458
CASE001459,Fraud Report — Case 1459,Escalated,,Fraud Report,ACC000459,
CASE001460,Fraud Report — Case 1460,Closed,Medium,Fraud Report,ACC000460,CON001460
CASE001461,Fraud Report — Case 1461,New,Low,Fraud Report,ACC000461,CON001461
CASE001462,Fraud Report — Case 1462,Working,,Fraud Report,ACC000462,
CASE001463,Fraud Report — Case 1463,Escalated,Medium,Fraud Report,ACC000463,CON001463
CASE001464,Fraud Report — Case 1464,Closed,Low,Fraud Report,ACC000464,CON001464
CASE001465,Fraud Report — Case 1465,New,,Fraud Report,,
CASE001466,Fraud Report — Case 1466,Working,Medium,Fraud Report,ACC000466,CON001466
CASE001467,Fraud Report — Case 1467,Escalated,Low,Fraud Report,ACC000467,CON001467
CASE001468,Fraud Report — Case 1468,Closed,,Fraud Report,ACC000468,
CASE001469,Fraud Report — Case 1469,New,Medium,Fraud Report,ACC000469,CON001469
CASE001470,Fraud Report — Case 1470,Working,Low,Fraud Report,ACC000470,CON001470
CASE001471,Fraud Report — Case 1471,Escalated,,Fraud Report,ACC000471,
CASE001472,Fraud Report — Case 1472,Closed,Medium,Fraud Report,ACC000472,CON001472
CASE001473,Fraud Report — Case 1473,New,Low,Fraud Report,,CON001473
CASE001474,Fraud Report — Case 1474,Working,,Fraud Report,ACC000474,
CASE001475,Fraud Report — Case 1475,Escalated,Medium,Fraud Report,ACC000475,CON001475
CASE001476,Fraud Report — Case 1476,Closed,Low,Fraud Report,ACC000476,CON001476
CASE001477,Fraud Report — Case 1477,New,,Fraud Report,ACC000477,
CASE001478,Fraud Report — Case 1478,Working,Medium,Fraud Report,ACC000478,CON001478
CASE001479,Fraud Report — Case 1479,Escalated,Low,Fraud Report,ACC000479,CON001479
CASE001480,Fraud Report — Case 1480,Closed,,Fraud Report,ACC000480,
CASE001481,Fraud Report — Case 1481,New,Medium,Fraud Report,,CON001481
CASE001482,Fraud Report — Case 1482,Working,Low,Fraud Report,ACC000482,CON001482
CASE001483,Fraud Report — Case 1483,Escalated,,Fraud Report,ACC000483,
CASE001484,Fraud Report — Case 1484,Closed,Medium,Fraud Report,ACC000484,CON001484
CASE001485,Fraud Report — Case 1485,New,Low,Fraud Report,ACC000485,CON001485
CASE001486,Fraud Report — Case 1486,Working,,Fraud Report,ACC000486,
CASE001487,Fraud Report — Case 1487,Escalated,Medium,Fraud Report,ACC000487,CON001487
CASE001488,Fraud Report — Case 1488,Closed,Low,Fraud Report,ACC000488,CON001488
CASE001489,Fraud Report — Case 1489,New,,Fraud Report,,
CASE001490,Fraud Report — Case 1490,Working,Medium,Fraud Report,ACC000490,CON001490
CASE001491,Fraud Report — Case 1491,Escalated,Low,Fraud Report,ACC000491,CON001491
CASE001492,Fraud Report — Case 1492,Closed,,Fraud Report,ACC000492,
CASE001493,Fraud Report — Case 1493,New,Medium,Fraud Report,ACC000493,CON001493
CASE001494,Fraud Report — Case 1494,Working,Low,Fraud Report,ACC000494,CON001494
CASE001495,Fraud Report — Case 1495,Escalated,,Fraud Report,ACC000495,
CASE001496,Fraud Report — Case 1496,Closed,Medium,Fraud Report,ACC000496,CON001496
CASE001497,Fraud Report — Case 1497,New,Low,Fraud Report,,CON001497
CASE001498,Beneficiary Update — Case 1498,Working,,Beneficiary Update,ACC000498,
CASE001499,Beneficiary Update — Case 1499,Escalated,Medium,Beneficiary Update,ACC000499,CON001499
CASE001500,Beneficiary Update — Case 1500,Closed,Low,Beneficiary Update,ACC000500,CON001500
CASE001501,Beneficiary Update — Case 1501,New,,Beneficiary Update,ACC000001,
CASE001502,Beneficiary Update — Case 1502,Working,Medium,Beneficiary Update,ACC000002,CON001502
CASE001503,Beneficiary Update — Case 1503,Escalated,Low,Beneficiary Update,ACC000003,CON001503
CASE001504,Beneficiary Update — Case 1504,Closed,,Beneficiary Update,ACC000004,
CASE001505,Beneficiary Update — Case 1505,New,Medium,Beneficiary Update,,CON001505
CASE001506,Beneficiary Update — Case 1506,Working,Low,Beneficiary Update,ACC000006,CON001506
CASE001507,Beneficiary Update — Case 1507,Escalated,,Beneficiary Update,ACC000007,
CASE001508,Beneficiary Update — Case 1508,Closed,Medium,Beneficiary Update,ACC000008,CON001508
CASE001509,Beneficiary Update — Case 1509,New,Low,Beneficiary Update,ACC000009,CON001509
CASE001510,Beneficiary Update — Case 1510,Working,,Beneficiary Update,ACC000010,
CASE001511,Beneficiary Update — Case 1511,Escalated,Medium,Beneficiary Update,ACC000011,CON001511
CASE001512,Beneficiary Update — Case 1512,Closed,Low,Beneficiary Update,ACC000012,CON001512
CASE001513,Beneficiary Update — Case 1513,New,,Beneficiary Update,,
CASE001514,Beneficiary Update — Case 1514,Working,Medium,Beneficiary Update,ACC000014,CON001514
CASE001515,Beneficiary Update — Case 1515,Escalated,Low,Beneficiary Update,ACC000015,CON001515
CASE001516,Beneficiary Update — Case 1516,Closed,,Beneficiary Update,ACC000016,
CASE001517,Beneficiary Update — Case 1517,New,Medium,Beneficiary Update,ACC000017,CON001517
CASE001518,Beneficiary Update — Case 1518,Working,Low,Beneficiary Update,ACC000018,CON001518
CASE001519,Beneficiary Update — Case 1519,Escalated,,Beneficiary Update,ACC000019,
CASE001520,Beneficiary Update — Case 1520,Closed,Medium,Beneficiary Update,ACC000020,CON001520
CASE001521,Beneficiary Update — Case 1521,New,Low,Beneficiary Update,,CON001521
CASE001522,Beneficiary Update — Case 1522,Working,,Beneficiary Update,ACC000022,
CASE001523,Beneficiary Update — Case 1523,Escalated,Medium,Beneficiary Update,ACC000023,CON001523
CASE001524,Beneficiary Update — Case 1524,Closed,Low,Beneficiary Update,ACC000024,CON001524
CASE001525,Beneficiary Update — Case 1525,New,,Beneficiary Update,ACC000025,
CASE001526,Beneficiary Update — Case 1526,Working,Medium,Beneficiary Update,ACC000026,CON001526
CASE001527,Beneficiary Update — Case 1527,Escalated,Low,Beneficiary Update,ACC000027,CON001527
CASE001528,Beneficiary Update — Case 1528,Closed,,Beneficiary Update,ACC000028,
CASE001529,Beneficiary Update — Case 1529,New,Medium,Beneficiary Update,,CON001529
CASE001530,Beneficiary Update — Case 1530,Working,Low,Beneficiary Update,ACC000030,CON001530
CASE001531,Beneficiary Update — Case 1531,Escalated,,Beneficiary Update,ACC000031,
CASE001532,Beneficiary Update — Case 1532,Closed,Medium,Beneficiary Update,ACC000032,CON001532
CASE001533,Beneficiary Update — Case 1533,New,Low,Beneficiary Update,ACC000033,CON001533
CASE001534,Beneficiary Update — Case 1534,Working,,Beneficiary Update,ACC000034,
CASE001535,Beneficiary Update — Case 1535,Escalated,Medium,Beneficiary Update,ACC000035,CON001535
CASE001536,Beneficiary Update — Case 1536,Closed,Low,Beneficiary Update,ACC000036,CON001536
CASE001537,Beneficiary Update — Case 1537,New,,Beneficiary Update,,
CASE001538,Beneficiary Update — Case 1538,Working,Medium,Beneficiary Update,ACC000038,CON001538
CASE001539,Beneficiary Update — Case 1539,Escalated,Low,Beneficiary Update,ACC000039,CON001539
CASE001540,Beneficiary Update — Case 1540,Closed,,Beneficiary Update,ACC000040,
CASE001541,Beneficiary Update — Case 1541,New,Medium,Beneficiary Update,ACC000041,CON001541
CASE001542,Beneficiary Update — Case 1542,Working,Low,Beneficiary Update,ACC000042,CON001542
CASE001543,Beneficiary Update — Case 1543,Escalated,,Beneficiary Update,ACC000043,
CASE001544,Beneficiary Update — Case 1544,Closed,Medium,Beneficiary Update,ACC000044,CON001544
CASE001545,Beneficiary Update — Case 1545,New,Low,Beneficiary Update,,CON001545
CASE001546,Beneficiary Update — Case 1546,Working,,Beneficiary Update,ACC000046,
CASE001547,Beneficiary Update — Case 1547,Escalated,Medium,Beneficiary Update,ACC000047,CON001547
CASE001548,Beneficiary Update — Case 1548,Closed,Low,Beneficiary Update,ACC000048,CON001548
CASE001549,Beneficiary Update — Case 1549,New,,Beneficiary Update,ACC000049,
CASE001550,Beneficiary Update — Case 1550,Working,Medium,Beneficiary Update,ACC000050,CON001550
CASE001551,Beneficiary Update — Case 1551,Escalated,Low,Beneficiary Update,ACC000051,CON001551
CASE001552,Beneficiary Update — Case 1552,Closed,,Beneficiary Update,ACC000052,
CASE001553,Beneficiary Update — Case 1553,New,Medium,Beneficiary Update,,CON001553
CASE001554,Beneficiary Update — Case 1554,Working,Low,Beneficiary Update,ACC000054,CON001554
CASE001555,Beneficiary Update — Case 1555,Escalated,,Beneficiary Update,ACC000055,
CASE001556,Beneficiary Update — Case 1556,Closed,Medium,Beneficiary Update,ACC000056,CON001556
CASE001557,Beneficiary Update — Case 1557,New,Low,Beneficiary Update,ACC000057,CON001557
CASE001558,Beneficiary Update — Case 1558,Working,,Beneficiary Update,ACC000058,
CASE001559,Beneficiary Update — Case 1559,Escalated,Medium,Beneficiary Update,ACC000059,CON001559
CASE001560,Beneficiary Update — Case 1560,Closed,Low,Beneficiary Update,ACC000060,CON001560
CASE001561,Beneficiary Update — Case 1561,New,,Beneficiary Update,,
CASE001562,Beneficiary Update — Case 1562,Working,Medium,Beneficiary Update,ACC000062,CON001562
CASE001563,Beneficiary Update — Case 1563,Escalated,Low,Beneficiary Update,ACC000063,CON001563
CASE001564,Beneficiary Update — Case 1564,Closed,,Beneficiary Update,ACC000064,
CASE001565,Beneficiary Update — Case 1565,New,Medium,Beneficiary Update,ACC000065,CON001565
CASE001566,Beneficiary Update — Case 1566,Working,Low,Beneficiary Update,ACC000066,CON001566
CASE001567,Beneficiary Update — Case 1567,Escalated,,Beneficiary Update,ACC000067,
CASE001568,Premium Dispute — Case 1568,Closed,Medium,Premium Dispute,ACC000068,CON001568
CASE001569,Premium Dispute — Case 1569,New,Low,Premium Dispute,,CON001569
CASE001570,Premium Dispute — Case 1570,Working,,Premium Dispute,ACC000070,
CASE001571,Premium Dispute — Case 1571,Escalated,Medium,Premium Dispute,ACC000071,CON001571
CASE001572,Premium Dispute — Case 1572,Closed,Low,Premium Dispute,ACC000072,CON001572
CASE001573,Premium Dispute — Case 1573,New,,Premium Dispute,ACC000073,
CASE001574,Premium Dispute — Case 1574,Working,Medium,Premium Dispute,ACC000074,CON001574
CASE001575,Premium Dispute — Case 1575,Escalated,Low,Premium Dispute,ACC000075,CON001575
CASE001576,Premium Dispute — Case 1576,Closed,,Premium Dispute,ACC000076,
CASE001577,Premium Dispute — Case 1577,New,Medium,Premium Dispute,,CON001577
CASE001578,Premium Dispute — Case 1578,Working,Low,Premium Dispute,ACC000078,CON001578
CASE001579,Premium Dispute — Case 1579,Escalated,,Premium Dispute,ACC000079,
CASE001580,Premium Dispute — Case 1580,Closed,Medium,Premium Dispute,ACC000080,CON001580
CASE001581,Premium Dispute — Case 1581,New,Low,Premium Dispute,ACC000081,CON001581
CASE001582,Premium Dispute — Case 1582,Working,,Premium Dispute,ACC000082,
CASE001583,Premium Dispute — Case 1583,Escalated,Medium,Premium Dispute,ACC000083,CON001583
CASE001584,Premium Dispute — Case 1584,Closed,Low,Premium Dispute,ACC000084,CON001584
CASE001585,Premium Dispute — Case 1585,New,,Premium Dispute,,
CASE001586,Premium Dispute — Case 1586,Working,Medium,Premium Dispute,ACC000086,CON001586
CASE001587,Premium Dispute — Case 1587,Escalated,Low,Premium Dispute,ACC000087,CON001587
CASE001588,Premium Dispute — Case 1588,Closed,,Premium Dispute,ACC000088,
CASE001589,Premium Dispute — Case 1589,New,Medium,Premium Dispute,ACC000089,CON001589
CASE001590,Premium Dispute — Case 1590,Working,Low,Premium Dispute,ACC000090,CON001590
CASE001591,Premium Dispute — Case 1591,Escalated,,Premium Dispute,ACC000091,
CASE001592,Premium Dispute — Case 1592,Closed,Medium,Premium Dispute,ACC000092,CON001592
CASE001593,Premium Dispute — Case 1593,New,Low,Premium Dispute,,CON001593
CASE001594,Premium Dispute — Case 1594,Working,,Premium Dispute,ACC000094,
CASE001595,Premium Dispute — Case 1595,Escalated,Medium,Premium Dispute,ACC000095,CON001595
CASE001596,Premium Dispute — Case 1596,Closed,Low,Premium Dispute,ACC000096,CON001596
CASE001597,Premium Dispute — Case 1597,New,,Premium Dispute,ACC000097,
CASE001598,Premium Dispute — Case 1598,Working,Medium,Premium Dispute,ACC000098,CON001598
CASE001599,Premium Dispute — Case 1599,Escalated,Low,Premium Dispute,ACC000099,CON001599
CASE001600,Premium Dispute — Case 1600,Closed,,Premium Dispute,ACC000100,
CASE001601,Premium Dispute — Case 1601,New,Medium,Premium Dispute,,CON001601
CASE001602,Premium Dispute — Case 1602,Working,Low,Premium Dispute,ACC000102,CON001602
CASE001603,Premium Dispute — Case 1603,Escalated,,Premium Dispute,ACC000103,
CASE001604,Premium Dispute — Case 1604,Closed,Medium,Premium Dispute,ACC000104,CON001604
CASE001605,Premium Dispute — Case 1605,New,Low,Premium Dispute,ACC000105,CON001605
CASE001606,Premium Dispute — Case 1606,Working,,Premium Dispute,ACC000106,
CASE001607,Premium Dispute — Case 1607,Escalated,Medium,Premium Dispute,ACC000107,CON001607
CASE001608,Premium Dispute — Case 1608,Closed,Low,Premium Dispute,ACC000108,CON001608
CASE001609,Premium Dispute — Case 1609,New,,Premium Dispute,,
CASE001610,Premium Dispute — Case 1610,Working,Medium,Premium Dispute,ACC000110,CON001610
CASE001611,Premium Dispute — Case 1611,Escalated,Low,Premium Dispute,ACC000111,CON001611
CASE001612,Premium Dispute — Case 1612,Closed,,Premium Dispute,ACC000112,
CASE001613,Premium Dispute — Case 1613,New,Medium,Premium Dispute,ACC000113,CON001613
CASE001614,Premium Dispute — Case 1614,Working,Low,Premium Dispute,ACC000114,CON001614
CASE001615,Premium Dispute — Case 1615,Escalated,,Premium Dispute,ACC000115,
CASE001616,Premium Dispute — Case 1616,Closed,Medium,Premium Dispute,ACC000116,CON001616
CASE001617,Premium Dispute — Case 1617,New,Low,Premium Dispute,,CON001617
CASE001618,Premium Dispute — Case 1618,Working,,Premium Dispute,ACC000118,
CASE001619,Premium Dispute — Case 1619,Escalated,Medium,Premium Dispute,ACC000119,CON001619
CASE001620,Address Change — Case 1620,Closed,Low,Address Change,ACC000120,CON001620
CASE001621,Address Change — Case 1621,New,,Address Change,ACC000121,
CASE001622,Address Change — Case 1622,Working,Medium,Address Change,ACC000122,CON001622
CASE001623,Address Change — Case 1623,Escalated,Low,Address Change,ACC000123,CON001623
CASE001624,Address Change — Case 1624,Closed,,Address Change,ACC000124,
CASE001625,Address Change — Case 1625,New,Medium,Address Change,,CON001625
CASE001626,Address Change — Case 1626,Working,Low,Address Change,ACC000126,CON001626
CASE001627,Address Change — Case 1627,Escalated,,Address Change,ACC000127,
CASE001628,Address Change — Case 1628,Closed,Medium,Address Change,ACC000128,CON001628
CASE001629,Address Change — Case 1629,New,Low,Address Change,ACC000129,CON001629
CASE001630,Address Change — Case 1630,Working,,Address Change,ACC000130,
CASE001631,Address Change — Case 1631,Escalated,Medium,Address Change,ACC000131,CON001631
CASE001632,Address Change — Case 1632,Closed,Low,Address Change,ACC000132,CON001632
CASE001633,Address Change — Case 1633,New,,Address Change,,
CASE001634,Address Change — Case 1634,Working,Medium,Address Change,ACC000134,CON001634
CASE001635,Address Change — Case 1635,Escalated,Low,Address Change,ACC000135,CON001635
CASE001636,Address Change — Case 1636,Closed,,Address Change,ACC000136,
CASE001637,Address Change — Case 1637,New,Medium,Address Change,ACC000137,CON001637
CASE001638,Address Change — Case 1638,Working,Low,Address Change,ACC000138,CON001638
CASE001639,Address Change — Case 1639,Escalated,,Address Change,ACC000139,
CASE001640,Address Change — Case 1640,Closed,Medium,Address Change,ACC000140,CON001640
CASE001641,Address Change — Case 1641,New,Low,Address Change,,CON001641
CASE001642,Address Change — Case 1642,Working,,Address Change,ACC000142,
CASE001643,Address Change — Case 1643,Escalated,Medium,Address Change,ACC000143,CON001643
CASE001644,Address Change — Case 1644,Closed,Low,Address Change,ACC000144,CON001644
CASE001645,Address Change — Case 1645,New,,Address Change,ACC000145,
CASE001646,Address Change — Case 1646,Working,Medium,Address Change,ACC000146,CON001646
CASE001647,Address Change — Case 1647,Escalated,Low,Address Change,ACC000147,CON001647
CASE001648,Address Change — Case 1648,Closed,,Address Change,ACC000148,
CASE001649,Address Change — Case 1649,New,Medium,Address Change,,CON001649
CASE001650,Address Change — Case 1650,Working,Low,Address Change,ACC000150,CON001650
CASE001651,Address Change — Case 1651,Escalated,,Address Change,ACC000151,
CASE001652,Address Change — Case 1652,Closed,Medium,Address Change,ACC000152,CON001652
CASE001653,Address Change — Case 1653,New,Low,Address Change,ACC000153,CON001653
CASE001654,Address Change — Case 1654,Working,,Address Change,ACC000154,
CASE001655,Address Change — Case 1655,Escalated,Medium,Address Change,ACC000155,CON001655
CASE001656,Address Change — Case 1656,Closed,Low,Address Change,ACC000156,CON001656
CASE001657,Address Change — Case 1657,New,,Address Change,,
CASE001658,Address Change — Case 1658,Working,Medium,Address Change,ACC000158,CON001658
CASE001659,Address Change — Case 1659,Escalated,Low,Address Change,ACC000159,CON001659
CASE001660,Address Change — Case 1660,Closed,,Address Change,ACC000160,
CASE001661,Address Change — Case 1661,New,Medium,Address Change,ACC000161,CON001661
CASE001662,Address Change — Case 1662,Working,Low,Address Change,ACC000162,CON001662
CASE001663,Address Change — Case 1663,Escalated,,Address Change,ACC000163,
CASE001664,Address Change — Case 1664,Closed,Medium,Address Change,ACC000164,CON001664
CASE001665,Address Change — Case 1665,New,Low,Address Change,,CON001665
CASE001666,Address Change — Case 1666,Working,,Address Change,ACC000166,
CASE001667,Address Change — Case 1667,Escalated,Medium,Address Change,ACC000167,CON001667
CASE001668,Address Change — Case 1668,Closed,Low,Address Change,ACC000168,CON001668
CASE001669,Address Change — Case 1669,New,,Address Change,ACC000169,
CASE001670,Address Change — Case 1670,Working,Medium,Address Change,ACC000170,CON001670
CASE001671,Address Change — Case 1671,Escalated,Low,Address Change,ACC000171,CON001671
CASE001672,New Claim — Case 1672,Closed,,New Claim,ACC000172,
CASE001673,New Claim — Case 1673,New,Medium,New Claim,,CON001673
CASE001674,New Claim — Case 1674,Working,Low,New Claim,ACC000174,CON001674
CASE001675,New Claim — Case 1675,Escalated,,New Claim,ACC000175,
CASE001676,New Claim — Case 1676,Closed,Medium,New Claim,ACC000176,CON001676
CASE001677,New Claim — Case 1677,New,Low,New Claim,ACC000177,CON001677
CASE001678,New Claim — Case 1678,Working,,New Claim,ACC000178,
CASE001679,New Claim — Case 1679,Escalated,Medium,New Claim,ACC000179,CON001679
