ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP000574,Redwood Assurance Co. — Upgrade 2026,ACC000074,Value Proposition,2026-08-23,83501
OPP000575,Oakridge Financial Partners — Upsell 2026,ACC000075,Id. Decision Makers,2026-08-24,83638
OPP000576,Sunrise Financial Group — Renewal 2026,ACC000076,Perception Analysis,2026-08-25,83775
OPP000577,Meridian Life Partners — Expansion 2026,ACC000077,Proposal/Price Quote,2026-08-26,
OPP000578,Pacific Coast Assurance — New Business 2026,ACC000078,Negotiation/Review,2026-08-27,84049
OPP000579,BlueSky Protection Services — Upgrade 2026,ACC000079,Closed Won,2026-08-28,84186
OPP000580,Cornerstone Risk Management — Upsell 2026,ACC000080,Closed Lost,2026-08-29,84323
OPP000581,Evergreen Coverage Co. — Renewal 2026,ACC000081,Prospecting,2026-08-30,84460
OPP000582,Pinnacle Insurance Brokers — Expansion 2026,ACC000082,Qualification,2026-08-31,84597
OPP000583,Heritage Mutual Group — New Business 2026,ACC000083,Needs Analysis,2026-09-01,
OPP000584,Coastal Risk Advisors — Upgrade 2026,ACC000084,Value Proposition,2026-09-02,84871
OPP000585,Summit Protection Alliance — Upsell 2026,ACC000085,Id. Decision Makers,2026-09-03,85008
OPP000586,Lighthouse Insurance Services — Renewal 2026,,Perception Analysis,2026-09-04,85145
OPP000587,Cascade Financial Security — Expansion 2026,ACC000087,Proposal/Price Quote,2026-09-05,85282
OPP000588,Premier Risk Solutions — New Business 2026,ACC000088,Negotiation/Review,2026-09-06,85419
OPP000589,Horizon Assurance Group — Upgrade 2026,ACC000089,Closed Won,2026-09-07,
OPP000590,Keystone Benefits Co. — Upsell 2026,ACC000090,Closed Lost,2026-09-08,85693
OPP000591,Streamline Coverage Partners — Renewal 2026,ACC000091,Prospecting,2026-09-09,85830
OPP000592,Apex Insurance Holdings — Expansion 2026,ACC000092,Qualification,2026-09-10,85967
OPP000593,Valley Risk Management — New Business 2026,ACC000093,Needs Analysis,2026-09-11,86104
OPP000594,Crestview Financial Services — Upgrade 2026,ACC000094,Value Proposition,2026-09-12,86241
OPP000595,Lakeside Protection Group — Upsell 2026,ACC000095,Id. Decision Makers,2026-09-13,
OPP000596,Sterling Risk Partners — Renewal 2026,ACC000096,Perception Analysis,2026-09-14,86515
OPP000597,Westpoint Insurance Alliance — Expansion 2026,ACC000097,Proposal/Price Quote,2026-09-15,86652
OPP000598,Clearwater Benefits Group — New Business 2026,ACC000098,Negotiation/Review,2026-09-16,86789
OPP000599,Redwood Assurance Co. — Upgrade 2026,,Closed Won,2026-09-17,86926
OPP000600,Oakridge Financial Partners — Upsell 2026,ACC000100,Closed Lost,2026-09-18,87063
OPP000601,Sunrise Financial Group — Renewal 2026,ACC000101,Prospecting,2026-09-19,
OPP000602,Meridian Life Partners — Expansion 2026,ACC000102,Qualification,2026-09-20,87337
OPP000603,Pacific Coast Assurance — New Business 2026,ACC000103,Needs Analysis,2026-09-21,87474
OPP000604,BlueSky Protection Services — Upgrade 2026,ACC000104,Value Proposition,2026-09-22,87611
OPP000605,Cornerstone Risk Management — Upsell 2026,ACC000105,Id. Decision Makers,2026-09-23,87748
OPP000606,Evergreen Coverage Co. — Renewal 2026,ACC000106,Perception Analysis,2026-09-24,87885
OPP000607,Pinnacle Insurance Brokers — Expansion 2026,ACC000107,Proposal/Price Quote,2026-09-25,
OPP000608,Heritage Mutual Group — New Business 2026,ACC000108,Negotiation/Review,2026-09-26,88159
OPP000609,Coastal Risk Advisors — Upgrade 2026,ACC000109,Closed Won,2026-09-27,88296
OPP000610,Summit Protection Alliance — Upsell 2026,ACC000110,Closed Lost,2026-09-28,88433
OPP000611,Lighthouse Insurance Services — Renewal 2026,ACC000111,Prospecting,2026-09-29,88570
OPP000612,Cascade Financial Security — Expansion 2026,,Qualification,2026-09-30,88707
OPP000613,Premier Risk Solutions — New Business 2026,ACC000113,Needs Analysis,2026-10-01,
OPP000614,Horizon Assurance Group — Upgrade 2026,ACC000114,Value Proposition,2026-10-02,88981
OPP000615,Keystone Benefits Co. — Upsell 2026,ACC000115,Id. Decision Makers,2026-10-03,89118
OPP000616,Streamline Coverage Partners — Renewal 2026,ACC000116,Perception Analysis,2026-10-04,89255
OPP000617,Apex Insurance Holdings — Expansion 2026,ACC000117,Proposal/Price Quote,2026-10-05,89392
OPP000618,Valley Risk Management — New Business 2026,ACC000118,Negotiation/Review,2026-10-06,89529
OPP000619,Crestview Financial Services — Upgrade 2026,ACC000119,Closed Won,2026-10-07,
OPP000620,Lakeside Protection Group — Upsell 2026,ACC000120,Closed Lost,2026-10-08,89803
OPP000621,Sterling Risk Partners — Renewal 2026,ACC000121,Prospecting,2026-10-09,89940
OPP000622,Westpoint Insurance Alliance — Expansion 2026,ACC000122,Qualification,2026-10-10,90077
OPP000623,Clearwater Benefits Group — New Business 2026,ACC000123,Needs Analysis,2026-10-11,90214
OPP000624,Redwood Assurance Co. — Upgrade 2026,ACC000124,Value Proposition,2026-10-12,90351
OPP000625,Oakridge Financial Partners — Upsell 2026,,Id. Decision Makers,2026-10-13,
OPP000626,Sunrise Financial Group — Renewal 2026,ACC000126,Perception Analysis,2026-10-14,90625
OPP000627,Meridian Life Partners — Expansion 2026,ACC000127,Proposal/Price Quote,2026-10-15,90762
OPP000628,Pacific Coast Assurance — New Business 2026,ACC000128,Negotiation/Review,2026-10-16,90899
OPP000629,BlueSky Protection Services — Upgrade 2026,ACC000129,Closed Won,2026-10-17,91036
OPP000630,Cornerstone Risk Management — Upsell 2026,ACC000130,Closed Lost,2026-10-18,91173
OPP000631,Evergreen Coverage Co. — Renewal 2026,ACC000131,Prospecting,2026-10-19,
OPP000632,Pinnacle Insurance Brokers — Expansion 2026,ACC000132,Qualification,2026-10-20,91447
OPP000633,Heritage Mutual Group — New Business 2026,ACC000133,Needs Analysis,2026-10-21,91584
OPP000634,Coastal Risk Advisors — Upgrade 2026,ACC000134,Value Proposition,2026-10-22,91721
OPP000635,Summit Protection Alliance — Upsell 2026,ACC000135,Id. Decision Makers,2026-10-23,91858
OPP000636,Lighthouse Insurance Services — Renewal 2026,ACC000136,Perception Analysis,2026-10-24,91995
OPP000637,Cascade Financial Security — Expansion 2026,ACC000137,Proposal/Price Quote,2026-10-25,
OPP000638,Premier Risk Solutions — New Business 2026,,Negotiation/Review,2026-10-26,92269
OPP000639,Horizon Assurance Group — Upgrade 2026,ACC000139,Closed Won,2026-10-27,92406
OPP000640,Keystone Benefits Co. — Upsell 2026,ACC000140,Closed Lost,2026-10-28,92543
OPP000641,Streamline Coverage Partners — Renewal 2026,ACC000141,Prospecting,2026-10-29,92680
OPP000642,Apex Insurance Holdings — Expansion 2026,ACC000142,Qualification,2026-10-30,92817
OPP000643,Valley Risk Management — New Business 2026,ACC000143,Needs Analysis,2026-10-31,
OPP000644,Crestview Financial Services — Upgrade 2026,ACC000144,Value Proposition,2026-11-01,93091
OPP000645,Lakeside Protection Group — Upsell 2026,ACC000145,Id. Decision Makers,2026-11-02,93228
OPP000646,Sterling Risk Partners — Renewal 2026,ACC000146,Perception Analysis,2026-11-03,93365
OPP000647,Westpoint Insurance Alliance — Expansion 2026,ACC000147,Proposal/Price Quote,2026-11-04,93502
OPP000648,Clearwater Benefits Group — New Business 2026,ACC000148,Negotiation/Review,2026-11-05,93639
OPP000649,Redwood Assurance Co. — Upgrade 2026,ACC000149,Closed Won,2026-11-06,
OPP000650,Oakridge Financial Partners — Upsell 2026,ACC000150,Closed Lost,2026-11-07,93913
OPP000651,Sunrise Financial Group — Renewal 2026,,Prospecting,2026-11-08,94050
OPP000652,Meridian Life Partners — Expansion 2026,ACC000152,Qualification,2026-11-09,94187
OPP000653,Pacific Coast Assurance — New Business 2026,ACC000153,Needs Analysis,2026-11-10,94324
OPP000654,BlueSky Protection Services — Upgrade 2026,ACC000154,Value Proposition,2026-11-11,94461
OPP000655,Cornerstone Risk Management — Upsell 2026,ACC000155,Id. Decision Makers,2026-11-12,
OPP000656,Evergreen Coverage Co. — Renewal 2026,ACC000156,Perception Analysis,2026-11-13,94735
OPP000657,Pinnacle Insurance Brokers — Expansion 2026,ACC000157,Proposal/Price Quote,2026-11-14,94872
OPP000658,Heritage Mutual Group — New Business 2026,ACC000158,Negotiation/Review,2026-11-15,95009
OPP000659,Coastal Risk Advisors — Upgrade 2026,ACC000159,Closed Won,2026-11-16,95146
OPP000660,Summit Protection Alliance — Upsell 2026,ACC000160,Closed Lost,2026-11-17,95283
OPP000661,Lighthouse Insurance Services — Renewal 2026,ACC000161,Prospecting,2026-11-18,
OPP000662,Cascade Financial Security — Expansion 2026,ACC000162,Qualification,2026-11-19,95557
OPP000663,Premier Risk Solutions — New Business 2026,ACC000163,Needs Analysis,2026-11-20,95694
OPP000664,Horizon Assurance Group — Upgrade 2026,,Value Proposition,2026-11-21,95831
OPP000665,Keystone Benefits Co. — Upsell 2026,ACC000165,Id. Decision Makers,2026-11-22,95968
OPP000666,Streamline Coverage Partners — Renewal 2026,ACC000166,Perception Analysis,2026-11-23,96105
OPP000667,Apex Insurance Holdings — Expansion 2026,ACC000167,Proposal/Price Quote,2026-11-24,
OPP000668,Valley Risk Management — New Business 2026,ACC000168,Negotiation/Review,2026-11-25,96379
OPP000669,Crestview Financial Services — Upgrade 2026,ACC000169,Closed Won,2026-11-26,96516
OPP000670,Lakeside Protection Group — Upsell 2026,ACC000170,Closed Lost,2026-11-27,96653
OPP000671,Sterling Risk Partners — Renewal 2026,ACC000171,Prospecting,2026-11-28,96790
OPP000672,Westpoint Insurance Alliance — Expansion 2026,ACC000172,Qualification,2026-11-29,96927
OPP000673,Clearwater Benefits Group — New Business 2026,ACC000173,Needs Analysis,2026-11-30,
OPP000674,Redwood Assurance Co. — Upgrade 2026,ACC000174,Value Proposition,2026-12-01,97201
OPP000675,Oakridge Financial Partners — Upsell 2026,ACC000175,Id. Decision Makers,2026-12-02,97338
OPP000676,Sunrise Financial Group — Renewal 2026,ACC000176,Perception Analysis,2026-12-03,97475
OPP000677,Meridian Life Partners — Expansion 2026,,Proposal/Price Quote,2026-12-04,97612
OPP000678,Pacific Coast Assurance — New Business 2026,ACC000178,Negotiation/Review,2026-12-05,97749
OPP000679,BlueSky Protection Services — Upgrade 2026,ACC000179,Closed Won,2026-12-06,
OPP000680,Cornerstone Risk Management — Upsell 2026,ACC000180,Closed Lost,2026-12-07,98023
OPP000681,Evergreen Coverage Co. — Renewal 2026,ACC000181,Prospecting,2026-12-08,98160
OPP000682,Pinnacle Insurance Brokers — Expansion 2026,ACC000182,Qualification,2026-12-09,98297
OPP000683,Heritage Mutual Group — New Business 2026,ACC000183,Needs Analysis,2026-12-10,98434
OPP000684,Coastal Risk Advisors — Upgrade 2026,ACC000184,Value Proposition,2026-12-11,98571
OPP000685,Summit Protection Alliance — Upsell 2026,ACC000185,Id. Decision Makers,2026-12-12,
OPP000686,Lighthouse Insurance Services — Renewal 2026,ACC000186,Perception Analysis,2026-12-13,98845
OPP000687,Cascade Financial Security — Expansion 2026,ACC000187,Proposal/Price Quote,2026-12-14,98982
OPP000688,Premier Risk Solutions — New Business 2026,ACC000188,Negotiation/Review,2026-12-15,99119
OPP000689,Horizon Assurance Group — Upgrade 2026,ACC000189,Closed Won,2026-12-16,99256
OPP000690,Keystone Benefits Co. — Upsell 2026,,Closed Lost,2026-12-17,99393
OPP000691,Streamline Coverage Partners — Renewal 2026,ACC000191,Prospecting,2026-12-18,
OPP000692,Apex Insurance Holdings — Expansion 2026,ACC000192,Qualification,2026-12-19,99667
OPP000693,Valley Risk Management — New Business 2026,ACC000193,Needs Analysis,2026-12-20,99804
OPP000694,Crestview Financial Services — Upgrade 2026,ACC000194,Value Proposition,2026-12-21,99941
OPP000695,Lakeside Protection Group — Upsell 2026,ACC000195,Id. Decision Makers,2026-12-22,100078
OPP000696,Sterling Risk Partners — Renewal 2026,ACC000196,Perception Analysis,2026-12-23,100215
OPP000697,Westpoint Insurance Alliance — Expansion 2026,ACC000197,Proposal/Price Quote,2026-12-24,
OPP000698,Clearwater Benefits Group — New Business 2026,ACC000198,Negotiation/Review,2026-12-25,100489
OPP000699,Redwood Assurance Co. — Upgrade 2026,ACC000199,Closed Won,2026-12-26,100626
OPP000700,Oakridge Financial Partners — Upsell 2026,ACC000200,Closed Lost,2026-12-27,100763
OPP000701,Sunrise Financial Group — Renewal 2026,ACC000201,Prospecting,2026-12-28,100900
OPP000702,Meridian Life Partners — Expansion 2026,ACC000202,Qualification,2026-12-29,101037
OPP000703,Pacific Coast Assurance — New Business 2026,,Needs Analysis,2026-12-30,
OPP000704,BlueSky Protection Services — Upgrade 2026,ACC000204,Value Proposition,2026-12-31,101311
OPP000705,Cornerstone Risk Management — Upsell 2026,ACC000205,Id. Decision Makers,2027-01-01,101448
OPP000706,Evergreen Coverage Co. — Renewal 2026,ACC000206,Perception Analysis,2027-01-02,101585
OPP000707,Pinnacle Insurance Brokers — Expansion 2026,ACC000207,Proposal/Price Quote,2027-01-03,101722
OPP000708,Heritage Mutual Group — New Business 2026,ACC000208,Negotiation/Review,2027-01-04,101859
OPP000709,Coastal Risk Advisors — Upgrade 2026,ACC000209,Closed Won,2027-01-05,
OPP000710,Summit Protection Alliance — Upsell 2026,ACC000210,Closed Lost,2027-01-06,102133
OPP000711,Lighthouse Insurance Services — Renewal 2026,ACC000211,Prospecting,2027-01-07,102270
OPP000712,Cascade Financial Security — Expansion 2026,ACC000212,Qualification,2027-01-08,102407
OPP000713,Premier Risk Solutions — New Business 2026,ACC000213,Needs Analysis,2027-01-09,102544
OPP000714,Horizon Assurance Group — Upgrade 2026,ACC000214,Value Proposition,2027-01-10,102681
OPP000715,Keystone Benefits Co. — Upsell 2026,ACC000215,Id. Decision Makers,2027-01-11,
OPP000716,Streamline Coverage Partners — Renewal 2026,,Perception Analysis,2027-01-12,102955
OPP000717,Apex Insurance Holdings — Expansion 2026,ACC000217,Proposal/Price Quote,2027-01-13,103092
OPP000718,Valley Risk Management — New Business 2026,ACC000218,Negotiation/Review,2027-01-14,103229
OPP000719,Crestview Financial Services — Upgrade 2026,ACC000219,Closed Won,2027-01-15,103366
OPP000720,Lakeside Protection Group — Upsell 2026,ACC000220,Closed Lost,2027-01-16,103503
OPP000721,Sterling Risk Partners — Renewal 2026,ACC000221,Prospecting,2027-01-17,
OPP000722,Westpoint Insurance Alliance — Expansion 2026,ACC000222,Qualification,2027-01-18,103777
OPP000723,Clearwater Benefits Group — New Business 2026,ACC000223,Needs Analysis,2027-01-19,103914
OPP000724,Redwood Assurance Co. — Upgrade 2026,ACC000224,Value Proposition,2027-01-20,104051
OPP000725,Oakridge Financial Partners — Upsell 2026,ACC000225,Id. Decision Makers,2027-01-21,104188
OPP000726,Sunrise Financial Group — Renewal 2026,ACC000226,Perception Analysis,2027-01-22,104325
OPP000727,Meridian Life Partners — Expansion 2026,ACC000227,Proposal/Price Quote,2027-01-23,
OPP000728,Pacific Coast Assurance — New Business 2026,ACC000228,Negotiation/Review,2027-01-24,104599
OPP000729,BlueSky Protection Services — Upgrade 2026,,Closed Won,2027-01-25,104736
OPP000730,Cornerstone Risk Management — Upsell 2026,ACC000230,Closed Lost,2027-01-26,104873
OPP000731,Evergreen Coverage Co. — Renewal 2026,ACC000231,Prospecting,2027-01-27,105010
OPP000732,Pinnacle Insurance Brokers — Expansion 2026,ACC000232,Qualification,2027-01-28,105147
OPP000733,Heritage Mutual Group — New Business 2026,ACC000233,Needs Analysis,2027-01-29,
OPP000734,Coastal Risk Advisors — Upgrade 2026,ACC000234,Value Proposition,2027-01-30,105421
OPP000735,Summit Protection Alliance — Upsell 2026,ACC000235,Id. Decision Makers,2027-01-31,105558
OPP000736,Lighthouse Insurance Services — Renewal 2026,ACC000236,Perception Analysis,2027-02-01,105695
OPP000737,Cascade Financial Security — Expansion 2026,ACC000237,Proposal/Price Quote,2027-02-02,105832
OPP000738,Premier Risk Solutions — New Business 2026,ACC000238,Negotiation/Review,2027-02-03,105969
OPP000739,Horizon Assurance Group — Upgrade 2026,ACC000239,Closed Won,2027-02-04,
OPP000740,Keystone Benefits Co. — Upsell 2026,ACC000240,Closed Lost,2027-02-05,106243
OPP000741,Streamline Coverage Partners — Renewal 2026,ACC000241,Prospecting,2027-02-06,106380
OPP000742,Apex Insurance Holdings — Expansion 2026,,Qualification,2027-02-07,106517
OPP000743,Valley Risk Management — New Business 2026,ACC000243,Needs Analysis,2027-02-08,106654
OPP000744,Crestview Financial Services — Upgrade 2026,ACC000244,Value Proposition,2027-02-09,106791
OPP000745,Lakeside Protection Group — Upsell 2026,ACC000245,Id. Decision Makers,2027-02-10,
OPP000746,Sterling Risk Partners — Renewal 2026,ACC000246,Perception Analysis,2027-02-11,107065
OPP000747,Westpoint Insurance Alliance — Expansion 2026,ACC000247,Proposal/Price Quote,2027-02-12,107202
OPP000748,Clearwater Benefits Group — New Business 2026,ACC000248,Negotiation/Review,2027-02-13,107339
OPP000749,Redwood Assurance Co. — Upgrade 2026,ACC000249,Closed Won,2027-02-14,107476
OPP000750,Oakridge Financial Partners — Upsell 2026,ACC000250,Closed Lost,2027-02-15,107613
OPP000751,Sunrise Financial Group — Renewal 2026,ACC000251,Prospecting,2027-02-16,
OPP000752,Meridian Life Partners — Expansion 2026,ACC000252,Qualification,2027-02-17,107887
OPP000753,Pacific Coast Assurance — New Business 2026,ACC000253,Needs Analysis,2027-02-18,108024
OPP000754,BlueSky Protection Services — Upgrade 2026,ACC000254,Value Proposition,2027-02-19,108161
OPP000755,Cornerstone Risk Management — Upsell 2026,,Id. Decision Makers,2027-02-20,108298
OPP000756,Evergreen Coverage Co. — Renewal 2026,ACC000256,Perception Analysis,2027-02-21,108435
OPP000757,Pinnacle Insurance Brokers — Expansion 2026,ACC000257,Proposal/Price Quote,2027-02-22,
OPP000758,Heritage Mutual Group — New Business 2026,ACC000258,Negotiation/Review,2027-02-23,108709
OPP000759,Coastal Risk Advisors — Upgrade 2026,ACC000259,Closed Won,2027-02-24,108846
OPP000760,Summit Protection Alliance — Upsell 2026,ACC000260,Closed Lost,2027-02-25,108983
OPP000761,Lighthouse Insurance Services — Renewal 2026,ACC000261,Prospecting,2027-02-26,109120
OPP000762,Cascade Financial Security — Expansion 2026,ACC000262,Qualification,2027-02-27,109257
OPP000763,Premier Risk Solutions — New Business 2026,ACC000263,Needs Analysis,2027-02-28,
OPP000764,Horizon Assurance Group — Upgrade 2026,ACC000264,Value Proposition,2027-03-01,109531
OPP000765,Keystone Benefits Co. — Upsell 2026,ACC000265,Id. Decision Makers,2027-03-02,109668
OPP000766,Streamline Coverage Partners — Renewal 2026,ACC000266,Perception Analysis,2027-03-03,109805
OPP000767,Apex Insurance Holdings — Expansion 2026,ACC000267,Proposal/Price Quote,2027-03-04,109942
OPP000768,Valley Risk Management — New Business 2026,,Negotiation/Review,2027-03-05,110079
OPP000769,Crestview Financial Services — Upgrade 2026,ACC000269,Closed Won,2027-03-06,
OPP000770,Lakeside Protection Group — Upsell 2026,ACC000270,Closed Lost,2027-03-07,110353
OPP000771,Sterling Risk Partners — Renewal 2026,ACC000271,Prospecting,2027-03-08,110490
OPP000772,Westpoint Insurance Alliance — Expansion 2026,ACC000272,Qualification,2027-03-09,110627
OPP000773,Clearwater Benefits Group — New Business 2026,ACC000273,Needs Analysis,2027-03-10,110764
OPP000774,Redwood Assurance Co. — Upgrade 2026,ACC000274,Value Proposition,2027-03-11,110901
OPP000775,Oakridge Financial Partners — Upsell 2026,ACC000275,Id. Decision Makers,2027-03-12,
OPP000776,Sunrise Financial Group — Renewal 2026,ACC000276,Perception Analysis,2027-03-13,111175
OPP000777,Meridian Life Partners — Expansion 2026,ACC000277,Proposal/Price Quote,2027-03-14,111312
OPP000778,Pacific Coast Assurance — New Business 2026,ACC000278,Negotiation/Review,2027-03-15,111449
OPP000779,BlueSky Protection Services — Upgrade 2026,ACC000279,Closed Won,2027-03-16,111586
OPP000780,Cornerstone Risk Management — Upsell 2026,ACC000280,Closed Lost,2027-03-17,111723
OPP000781,Evergreen Coverage Co. — Renewal 2026,,Prospecting,2027-03-18,
OPP000782,Pinnacle Insurance Brokers — Expansion 2026,ACC000282,Qualification,2027-03-19,111997
OPP000783,Heritage Mutual Group — New Business 2026,ACC000283,Needs Analysis,2027-03-20,112134
OPP000784,Coastal Risk Advisors — Upgrade 2026,ACC000284,Value Proposition,2027-03-21,112271
OPP000785,Summit Protection Alliance — Upsell 2026,ACC000285,Id. Decision Makers,2027-03-22,112408
OPP000786,Lighthouse Insurance Services — Renewal 2026,ACC000286,Perception Analysis,2027-03-23,112545
OPP000787,Cascade Financial Security — Expansion 2026,ACC000287,Proposal/Price Quote,2027-03-24,
OPP000788,Premier Risk Solutions — New Business 2026,ACC000288,Negotiation/Review,2027-03-25,112819
OPP000789,Horizon Assurance Group — Upgrade 2026,ACC000289,Closed Won,2027-03-26,112956
OPP000790,Keystone Benefits Co. — Upsell 2026,ACC000290,Closed Lost,2027-03-27,113093
OPP000791,Streamline Coverage Partners — Renewal 2026,ACC000291,Prospecting,2027-03-28,113230
OPP000792,Apex Insurance Holdings — Expansion 2026,ACC000292,Qualification,2027-03-29,113367
OPP000793,Valley Risk Management — New Business 2026,ACC000293,Needs Analysis,2027-03-30,
OPP000794,Crestview Financial Services — Upgrade 2026,,Value Proposition,2027-03-31,113641
OPP000795,Lakeside Protection Group — Upsell 2026,ACC000295,Id. Decision Makers,2027-04-01,113778
OPP000796,Sterling Risk Partners — Renewal 2026,ACC000296,Perception Analysis,2027-04-02,113915
OPP000797,Westpoint Insurance Alliance — Expansion 2026,ACC000297,Proposal/Price Quote,2027-04-03,114052
OPP000798,Clearwater Benefits Group — New Business 2026,ACC000298,Negotiation/Review,2027-04-04,114189
OPP000799,Redwood Assurance Co. — Upgrade 2026,ACC000299,Closed Won,2027-04-05,
OPP000800,Oakridge Financial Partners — Upsell 2026,ACC000300,Closed Lost,2027-04-06,114463
OPP000801,Sunrise Financial Group — Renewal 2026,ACC000301,Prospecting,2027-04-07,114600
OPP000802,Meridian Life Partners — Expansion 2026,ACC000302,Qualification,2027-04-08,114737
OPP000803,Pacific Coast Assurance — New Business 2026,ACC000303,Needs Analysis,2027-04-09,114874
OPP000804,BlueSky Protection Services — Upgrade 2026,ACC000304,Value Proposition,2027-04-10,115011
OPP000805,Cornerstone Risk Management — Upsell 2026,ACC000305,Id. Decision Makers,2027-04-11,
OPP000806,Evergreen Coverage Co. — Renewal 2026,ACC000306,Perception Analysis,2027-04-12,115285
OPP000807,Pinnacle Insurance Brokers — Expansion 2026,,Proposal/Price Quote,2027-04-13,115422
OPP000808,Heritage Mutual Group — New Business 2026,ACC000308,Negotiation/Review,2027-04-14,115559
OPP000809,Coastal Risk Advisors — Upgrade 2026,ACC000309,Closed Won,2027-04-15,115696
OPP000810,Summit Protection Alliance — Upsell 2026,ACC000310,Closed Lost,2027-04-16,115833
OPP000811,Lighthouse Insurance Services — Renewal 2026,ACC000311,Prospecting,2027-04-17,
OPP000812,Cascade Financial Security — Expansion 2026,ACC000312,Qualification,2027-04-18,116107
OPP000813,Premier Risk Solutions — New Business 2026,ACC000313,Needs Analysis,2027-04-19,116244
OPP000814,Horizon Assurance Group — Upgrade 2026,ACC000314,Value Proposition,2027-04-20,116381
OPP000815,Keystone Benefits Co. — Upsell 2026,ACC000315,Id. Decision Makers,2027-04-21,116518
OPP000816,Streamline Coverage Partners — Renewal 2026,ACC000316,Perception Analysis,2027-04-22,116655
OPP000817,Apex Insurance Holdings — Expansion 2026,ACC000317,Proposal/Price Quote,2027-04-23,
OPP000818,Valley Risk Management — New Business 2026,ACC000318,Negotiation/Review,2027-04-24,116929
OPP000819,Crestview Financial Services — Upgrade 2026,ACC000319,Closed Won,2027-04-25,117066
OPP000820,Lakeside Protection Group — Upsell 2026,,Closed Lost,2027-04-26,117203
OPP000821,Sterling Risk Partners — Renewal 2026,ACC000321,Prospecting,2027-04-27,117340
OPP000822,Westpoint Insurance Alliance — Expansion 2026,ACC000322,Qualification,2027-04-28,117477
OPP000823,Clearwater Benefits Group — New Business 2026,ACC000323,Needs Analysis,2027-04-29,
OPP000824,Redwood Assurance Co. — Upgrade 2026,ACC000324,Value Proposition,2027-04-30,117751
OPP000825,Oakridge Financial Partners — Upsell 2026,ACC000325,Id. Decision Makers,2027-05-01,117888
OPP000826,Sunrise Financial Group — Renewal 2026,ACC000326,Perception Analysis,2027-05-02,118025
OPP000827,Meridian Life Partners — Expansion 2026,ACC000327,Proposal/Price Quote,2027-05-03,118162
OPP000828,Pacific Coast Assurance — New Business 2026,ACC000328,Negotiation/Review,2027-05-04,118299
OPP000829,BlueSky Protection Services — Upgrade 2026,ACC000329,Closed Won,2027-05-05,
OPP000830,Cornerstone Risk Management — Upsell 2026,ACC000330,Closed Lost,2027-05-06,118573
OPP000831,Evergreen Coverage Co. — Renewal 2026,ACC000331,Prospecting,2027-05-07,118710
OPP000832,Pinnacle Insurance Brokers — Expansion 2026,ACC000332,Qualification,2027-05-08,118847
OPP000833,Heritage Mutual Group — New Business 2026,,Needs Analysis,2027-05-09,118984
OPP000834,Coastal Risk Advisors — Upgrade 2026,ACC000334,Value Proposition,2027-05-10,119121
OPP000835,Summit Protection Alliance — Upsell 2026,ACC000335,Id. Decision Makers,2027-05-11,
OPP000836,Lighthouse Insurance Services — Renewal 2026,ACC000336,Perception Analysis,2027-05-12,119395
OPP000837,Cascade Financial Security — Expansion 2026,ACC000337,Proposal/Price Quote,2027-05-13,119532
OPP000838,Premier Risk Solutions — New Business 2026,ACC000338,Negotiation/Review,2027-05-14,119669
OPP000839,Horizon Assurance Group — Upgrade 2026,ACC000339,Closed Won,2027-05-15,119806
OPP000840,Keystone Benefits Co. — Upsell 2026,ACC000340,Closed Lost,2027-05-16,119943
OPP000841,Streamline Coverage Partners — Renewal 2026,ACC000341,Prospecting,2027-05-17,
OPP000842,Apex Insurance Holdings — Expansion 2026,ACC000342,Qualification,2027-05-18,120217
OPP000843,Valley Risk Management — New Business 2026,ACC000343,Needs Analysis,2027-05-19,120354
OPP000844,Crestview Financial Services — Upgrade 2026,ACC000344,Value Proposition,2027-05-20,120491
OPP000845,Lakeside Protection Group — Upsell 2026,ACC000345,Id. Decision Makers,2027-05-21,120628
OPP000846,Sterling Risk Partners — Renewal 2026,,Perception Analysis,2027-05-22,120765
OPP000847,Westpoint Insurance Alliance — Expansion 2026,ACC000347,Proposal/Price Quote,2027-05-23,
OPP000848,Clearwater Benefits Group — New Business 2026,ACC000348,Negotiation/Review,2027-05-24,121039
OPP000849,Redwood Assurance Co. — Upgrade 2026,ACC000349,Closed Won,2027-05-25,121176
OPP000850,Oakridge Financial Partners — Upsell 2026,ACC000350,Closed Lost,2027-05-26,121313
OPP000851,Sunrise Financial Group — Renewal 2026,ACC000351,Prospecting,2027-05-27,121450
OPP000852,Meridian Life Partners — Expansion 2026,ACC000352,Qualification,2027-05-28,121587
OPP000853,Pacific Coast Assurance — New Business 2026,ACC000353,Needs Analysis,2027-05-29,
OPP000854,BlueSky Protection Services — Upgrade 2026,ACC000354,Value Proposition,2027-05-30,121861
OPP000855,Cornerstone Risk Management — Upsell 2026,ACC000355,Id. Decision Makers,2027-05-31,121998
OPP000856,Evergreen Coverage Co. — Renewal 2026,ACC000356,Perception Analysis,2027-06-01,122135
OPP000857,Pinnacle Insurance Brokers — Expansion 2026,ACC000357,Proposal/Price Quote,2027-06-02,122272
OPP000858,Heritage Mutual Group — New Business 2026,ACC000358,Negotiation/Review,2027-06-03,122409
OPP000859,Coastal Risk Advisors — Upgrade 2026,,Closed Won,2027-06-04,
OPP000860,Summit Protection Alliance — Upsell 2026,ACC000360,Closed Lost,2027-06-05,122683
