ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE000711,Defective Product — Case 711,Escalated,,Defective Product,ACC000211,
CASE000712,Defective Product — Case 712,Closed,High,Defective Product,,CON000712
CASE000713,Defective Product — Case 713,New,,Defective Product,ACC000213,
CASE000714,Defective Product — Case 714,Working,Low,Defective Product,ACC000214,CON000714
CASE000715,Defective Product — Case 715,Escalated,,Defective Product,,
CASE000716,Defective Product — Case 716,Closed,Medium,Defective Product,ACC000216,CON000716
CASE000717,Defective Product — Case 717,New,,Defective Product,ACC000217,
CASE000718,Defective Product — Case 718,Working,High,Defective Product,,CON000718
CASE000719,Defective Product — Case 719,Escalated,,Defective Product,ACC000219,
CASE000720,Defective Product — Case 720,Closed,Low,Defective Product,ACC000220,CON000720
CASE000721,Defective Product — Case 721,New,,Defective Product,,
CASE000722,Defective Product — Case 722,Working,Medium,Defective Product,ACC000222,CON000722
CASE000723,Defective Product — Case 723,Escalated,,Defective Product,ACC000223,
CASE000724,Defective Product — Case 724,Closed,High,Defective Product,,CON000724
CASE000725,Defective Product — Case 725,New,,Defective Product,ACC000225,
CASE000726,Defective Product — Case 726,Working,Low,Defective Product,ACC000226,CON000726
CASE000727,Defective Product — Case 727,Escalated,,Defective Product,,
CASE000728,Defective Product — Case 728,Closed,Medium,Defective Product,ACC000228,CON000728
CASE000729,Defective Product — Case 729,New,,Defective Product,ACC000229,
CASE000730,Defective Product — Case 730,Working,High,Defective Product,,CON000730
CASE000731,Defective Product — Case 731,Escalated,,Defective Product,ACC000231,
CASE000732,Defective Product — Case 732,Closed,Low,Defective Product,ACC000232,CON000732
CASE000733,Defective Product — Case 733,New,,Defective Product,,
CASE000734,Defective Product — Case 734,Working,Medium,Defective Product,ACC000234,CON000734
CASE000735,Defective Product — Case 735,Escalated,,Defective Product,ACC000235,
CASE000736,Defective Product — Case 736,Closed,High,Defective Product,,CON000736
CASE000737,Defective Product — Case 737,New,,Defective Product,ACC000237,
CASE000738,Defective Product — Case 738,Working,Low,Defective Product,ACC000238,CON000738
CASE000739,Defective Product — Case 739,Escalated,,Defective Product,,
CASE000740,Defective Product — Case 740,Closed,Medium,Defective Product,ACC000240,CON000740
CASE000741,Defective Product — Case 741,New,,Defective Product,ACC000241,
CASE000742,Defective Product — Case 742,Working,High,Defective Product,,CON000742
CASE000743,Invoice Dispute — Case 743,Escalated,,Invoice Dispute,ACC000243,
CASE000744,Invoice Dispute — Case 744,Closed,Low,Invoice Dispute,ACC000244,CON000744
CASE000745,Invoice Dispute — Case 745,New,,Invoice Dispute,,
CASE000746,Invoice Dispute — Case 746,Working,Medium,Invoice Dispute,ACC000246,CON000746
CASE000747,Invoice Dispute — Case 747,Escalated,,Invoice Dispute,ACC000247,
CASE000748,Invoice Dispute — Case 748,Closed,High,Invoice Dispute,,CON000748
CASE000749,Invoice Dispute — Case 749,New,,Invoice Dispute,ACC000249,
CASE000750,Invoice Dispute — Case 750,Working,Low,Invoice Dispute,ACC000250,CON000750
CASE000751,Invoice Dispute — Case 751,Escalated,,Invoice Dispute,,
CASE000752,Invoice Dispute — Case 752,Closed,Medium,Invoice Dispute,ACC000252,CON000752
CASE000753,Invoice Dispute — Case 753,New,,Invoice Dispute,ACC000253,
CASE000754,Invoice Dispute — Case 754,Working,High,Invoice Dispute,,CON000754
CASE000755,Invoice Dispute — Case 755,Escalated,,Invoice Dispute,ACC000255,
CASE000756,Invoice Dispute — Case 756,Closed,Low,Invoice Dispute,ACC000256,CON000756
CASE000757,Invoice Dispute — Case 757,New,,Invoice Dispute,,
CASE000758,Invoice Dispute — Case 758,Working,Medium,Invoice Dispute,ACC000258,CON000758
CASE000759,Invoice Dispute — Case 759,Escalated,,Invoice Dispute,ACC000259,
CASE000760,Invoice Dispute — Case 760,Closed,High,Invoice Dispute,,CON000760
CASE000761,General enquiry — Case 761,New,,,ACC000261,
CASE000762,General enquiry — Case 762,Working,Low,,ACC000262,CON000762
CASE000763,General enquiry — Case 763,Escalated,,,,
CASE000764,General enquiry — Case 764,Closed,Medium,,ACC000264,CON000764
CASE000765,General enquiry — Case 765,New,,,ACC000265,
CASE000766,General enquiry — Case 766,Working,High,,,CON000766
CASE000767,General enquiry — Case 767,Escalated,,,ACC000267,
CASE000768,General enquiry — Case 768,Closed,Low,,ACC000268,CON000768
CASE000769,General enquiry — Case 769,New,,,,
CASE000770,General enquiry — Case 770,Working,Medium,,ACC000270,CON000770
CASE000771,General enquiry — Case 771,Escalated,,,ACC000271,
CASE000772,General enquiry — Case 772,Closed,High,,,CON000772
CASE000773,General enquiry — Case 773,New,,,ACC000273,
CASE000774,General enquiry — Case 774,Working,Low,,ACC000274,CON000774
CASE000775,General enquiry — Case 775,Escalated,,,,
CASE000776,General enquiry — Case 776,Closed,Medium,,ACC000276,CON000776
CASE000777,General enquiry — Case 777,New,,,ACC000277,
CASE000778,General enquiry — Case 778,Working,High,,,CON000778
CASE000779,General enquiry — Case 779,Escalated,,,ACC000279,
CASE000780,General enquiry — Case 780,Closed,Low,,ACC000280,CON000780
CASE000781,General enquiry — Case 781,New,,,,
CASE000782,General enquiry — Case 782,Working,Medium,,ACC000282,CON000782
CASE000783,General enquiry — Case 783,Escalated,,,ACC000283,
CASE000784,General enquiry — Case 784,Closed,High,,,CON000784
CASE000785,General enquiry — Case 785,New,,,ACC000285,
CASE000786,General enquiry — Case 786,Working,Low,,ACC000286,CON000786
CASE000787,General enquiry — Case 787,Escalated,,,,
CASE000788,General enquiry — Case 788,Closed,Medium,,ACC000288,CON000788
CASE000789,General enquiry — Case 789,New,,,ACC000289,
CASE000790,General enquiry — Case 790,Working,High,,,CON000790
CASE000791,General enquiry — Case 791,Escalated,,,ACC000291,
CASE000792,General enquiry — Case 792,Closed,Low,,ACC000292,CON000792
CASE000793,General enquiry — Case 793,New,,,,
CASE000794,General enquiry — Case 794,Working,Medium,,ACC000294,CON000794
CASE000795,General enquiry — Case 795,Escalated,,,ACC000295,
CASE000796,General enquiry — Case 796,Closed,High,,,CON000796
CASE000797,General enquiry — Case 797,New,,,ACC000297,
CASE000798,General enquiry — Case 798,Working,Low,,ACC000298,CON000798
CASE000799,General enquiry — Case 799,Escalated,,,,
CASE000800,General enquiry — Case 800,Closed,Medium,,ACC000300,CON000800
CASE000801,General enquiry — Case 801,New,,,ACC000301,
CASE000802,General enquiry — Case 802,Working,High,,,CON000802
CASE000803,General enquiry — Case 803,Escalated,,,ACC000303,
CASE000804,General enquiry — Case 804,Closed,Low,,ACC000304,CON000804
CASE000805,General enquiry — Case 805,New,,,,
CASE000806,General enquiry — Case 806,Working,Medium,,ACC000306,CON000806
CASE000807,General enquiry — Case 807,Escalated,,,ACC000307,
CASE000808,General enquiry — Case 808,Closed,High,,,CON000808
CASE000809,General enquiry — Case 809,New,,,ACC000309,
CASE000810,General enquiry — Case 810,Working,Low,,ACC000310,CON000810
CASE000811,General enquiry — Case 811,Escalated,,,,
CASE000812,General enquiry — Case 812,Closed,Medium,,ACC000312,CON000812
CASE000813,General enquiry — Case 813,New,,,ACC000313,
CASE000814,General enquiry — Case 814,Working,High,,,CON000814
CASE000815,General enquiry — Case 815,Escalated,,,ACC000315,
CASE000816,General enquiry — Case 816,Closed,Low,,ACC000316,CON000816
CASE000817,General enquiry — Case 817,New,,,,
CASE000818,General enquiry — Case 818,Working,Medium,,ACC000318,CON000818
CASE000819,General enquiry — Case 819,Escalated,,,ACC000319,
CASE000820,General enquiry — Case 820,Closed,High,,,CON000820
CASE000821,General enquiry — Case 821,New,,,ACC000321,
CASE000822,General enquiry — Case 822,Working,Low,,ACC000322,CON000822
CASE000823,General enquiry — Case 823,Escalated,,,,
CASE000824,General enquiry — Case 824,Closed,Medium,,ACC000324,CON000824
CASE000825,General enquiry — Case 825,New,,,ACC000325,
CASE000826,General enquiry — Case 826,Working,High,,,CON000826
CASE000827,General enquiry — Case 827,Escalated,,,ACC000327,
CASE000828,General enquiry — Case 828,Closed,Low,,ACC000328,CON000828
CASE000829,General enquiry — Case 829,New,,,,
CASE000830,General enquiry — Case 830,Working,Medium,,ACC000330,CON000830
CASE000831,General enquiry — Case 831,Escalated,,,ACC000331,
CASE000832,General enquiry — Case 832,Closed,High,,,CON000832
CASE000833,General enquiry — Case 833,New,,,ACC000333,
CASE000834,General enquiry — Case 834,Working,Low,,ACC000334,CON000834
CASE000835,General enquiry — Case 835,Escalated,,,,
CASE000836,General enquiry — Case 836,Closed,Medium,,ACC000336,CON000836
CASE000837,General enquiry — Case 837,New,,,ACC000337,
CASE000838,General enquiry — Case 838,Working,High,,,CON000838
CASE000839,General enquiry — Case 839,Escalated,,,ACC000339,
CASE000840,General enquiry — Case 840,Closed,Low,,ACC000340,CON000840
CASE000841,General enquiry — Case 841,New,,,,
CASE000842,General enquiry — Case 842,Working,Medium,,ACC000342,CON000842
CASE000843,General enquiry — Case 843,Escalated,,,ACC000343,
CASE000844,General enquiry — Case 844,Closed,High,,,CON000844
CASE000845,General enquiry — Case 845,New,,,ACC000345,
CASE000846,General enquiry — Case 846,Working,Low,,ACC000346,CON000846
CASE000847,General enquiry — Case 847,Escalated,,,,
CASE000848,General enquiry — Case 848,Closed,Medium,,ACC000348,CON000848
CASE000849,General enquiry — Case 849,New,,,ACC000349,
CASE000850,General enquiry — Case 850,Working,High,,,CON000850
CASE000851,General enquiry — Case 851,Escalated,,,ACC000351,
CASE000852,General enquiry — Case 852,Closed,Low,,ACC000352,CON000852
CASE000853,General enquiry — Case 853,New,,,,
CASE000854,General enquiry — Case 854,Working,Medium,,ACC000354,CON000854
CASE000855,General enquiry — Case 855,Escalated,,,ACC000355,
CASE000856,General enquiry — Case 856,Closed,High,,,CON000856
CASE000857,General enquiry — Case 857,New,,,ACC000357,
CASE000858,General enquiry — Case 858,Working,Low,,ACC000358,CON000858
CASE000859,General enquiry — Case 859,Escalated,,,,
CASE000860,General enquiry — Case 860,Closed,Medium,,ACC000360,CON000860
CASE000861,General enquiry — Case 861,New,,,ACC000361,
CASE000862,General enquiry — Case 862,Working,High,,,CON000862
CASE000863,General enquiry — Case 863,Escalated,,,ACC000363,
CASE000864,General enquiry — Case 864,Closed,Low,,ACC000364,CON000864
CASE000865,General enquiry — Case 865,New,,,,
CASE000866,General enquiry — Case 866,Working,Medium,,ACC000366,CON000866
CASE000867,General enquiry — Case 867,Escalated,,,ACC000367,
CASE000868,General enquiry — Case 868,Closed,High,,,CON000868
CASE000869,General enquiry — Case 869,New,,,ACC000369,
CASE000870,General enquiry — Case 870,Working,Low,,ACC000370,CON000870
CASE000871,General enquiry — Case 871,Escalated,,,,
CASE000872,General enquiry — Case 872,Closed,Medium,,ACC000372,CON000872
CASE000873,General enquiry — Case 873,New,,,ACC000373,
CASE000874,General enquiry — Case 874,Working,High,,,CON000874
CASE000875,General enquiry — Case 875,Escalated,,,ACC000375,
CASE000876,General enquiry — Case 876,Closed,Low,,ACC000376,CON000876
CASE000877,General enquiry — Case 877,New,,,,
CASE000878,General enquiry — Case 878,Working,Medium,,ACC000378,CON000878
CASE000879,General enquiry — Case 879,Escalated,,,ACC000379,
CASE000880,General enquiry — Case 880,Closed,High,,,CON000880
CASE000881,General enquiry — Case 881,New,,,ACC000381,
CASE000882,General enquiry — Case 882,Working,Low,,ACC000382,CON000882
CASE000883,General enquiry — Case 883,Escalated,,,,
CASE000884,General enquiry — Case 884,Closed,Medium,,ACC000384,CON000884
CASE000885,General enquiry — Case 885,New,,,ACC000385,
CASE000886,General enquiry — Case 886,Working,High,,,CON000886
CASE000887,General enquiry — Case 887,Escalated,,,ACC000387,
CASE000888,General enquiry — Case 888,Closed,Low,,ACC000388,CON000888
CASE000889,General enquiry — Case 889,New,,,,
CASE000890,General enquiry — Case 890,Working,Medium,,ACC000390,CON000890
CASE000891,General enquiry — Case 891,Escalated,,,ACC000391,
CASE000892,General enquiry — Case 892,Closed,High,,,CON000892
CASE000893,General enquiry — Case 893,New,,,ACC000393,
CASE000894,General enquiry — Case 894,Working,Low,,ACC000394,CON000894
CASE000895,General enquiry — Case 895,Escalated,,,,
CASE000896,General enquiry — Case 896,Closed,Medium,,ACC000396,CON000896
CASE000897,General enquiry — Case 897,New,,,ACC000397,
CASE000898,General enquiry — Case 898,Working,High,,,CON000898
CASE000899,General enquiry — Case 899,Escalated,,,ACC000399,
CASE000900,General enquiry — Case 900,Closed,Low,,ACC000400,CON000900
CASE000901,General enquiry — Case 901,New,,,,
CASE000902,General enquiry — Case 902,Working,Medium,,ACC000402,CON000902
CASE000903,General enquiry — Case 903,Escalated,,,ACC000403,
CASE000904,General enquiry — Case 904,Closed,High,,,CON000904
CASE000905,General enquiry — Case 905,New,,,ACC000405,
CASE000906,General enquiry — Case 906,Working,Low,,ACC000406,CON000906
CASE000907,General enquiry — Case 907,Escalated,,,,
CASE000908,General enquiry — Case 908,Closed,Medium,,ACC000408,CON000908
CASE000909,General enquiry — Case 909,New,,,ACC000409,
CASE000910,General enquiry — Case 910,Working,High,,,CON000910
CASE000911,General enquiry — Case 911,Escalated,,,ACC000411,
CASE000912,General enquiry — Case 912,Closed,Low,,ACC000412,CON000912
CASE000913,General enquiry — Case 913,New,,,,
CASE000914,General enquiry — Case 914,Working,Medium,,ACC000414,CON000914
CASE000915,General enquiry — Case 915,Escalated,,,ACC000415,
CASE000916,General enquiry — Case 916,Closed,High,,,CON000916
CASE000917,General enquiry — Case 917,New,,,ACC000417,
CASE000918,General enquiry — Case 918,Working,Low,,ACC000418,CON000918
CASE000919,General enquiry — Case 919,Escalated,,,,
CASE000920,General enquiry — Case 920,Closed,Medium,,ACC000420,CON000920
CASE000921,General enquiry — Case 921,New,,,ACC000421,
CASE000922,General enquiry — Case 922,Working,High,,,CON000922
CASE000923,General enquiry — Case 923,Escalated,,,ACC000423,
CASE000924,General enquiry — Case 924,Closed,Low,,ACC000424,CON000924
CASE000925,General enquiry — Case 925,New,,,,
CASE000926,General enquiry — Case 926,Working,Medium,,ACC000426,CON000926
CASE000927,General enquiry — Case 927,Escalated,,,ACC000427,
CASE000928,General enquiry — Case 928,Closed,High,,,CON000928
CASE000929,General enquiry — Case 929,New,,,ACC000429,
CASE000930,General enquiry — Case 930,Working,Low,,ACC000430,CON000930
CASE000931,General enquiry — Case 931,Escalated,,,,
CASE000932,General enquiry — Case 932,Closed,Medium,,ACC000432,CON000932
CASE000933,General enquiry — Case 933,New,,,ACC000433,
CASE000934,General enquiry — Case 934,Working,High,,,CON000934
CASE000935,General enquiry — Case 935,Escalated,,,ACC000435,
CASE000936,General enquiry — Case 936,Closed,Low,,ACC000436,CON000936
CASE000937,General enquiry — Case 937,New,,,,
CASE000938,General enquiry — Case 938,Working,Medium,,ACC000438,CON000938
CASE000939,General enquiry — Case 939,Escalated,,,ACC000439,
CASE000940,General enquiry — Case 940,Closed,High,,,CON000940
CASE000941,General enquiry — Case 941,New,,,ACC000441,
CASE000942,General enquiry — Case 942,Working,Low,,ACC000442,CON000942
CASE000943,General enquiry — Case 943,Escalated,,,,
CASE000944,General enquiry — Case 944,Closed,Medium,,ACC000444,CON000944
CASE000945,General enquiry — Case 945,New,,,ACC000445,
CASE000946,General enquiry — Case 946,Working,High,,,CON000946
CASE000947,General enquiry — Case 947,Escalated,,,ACC000447,
CASE000948,General enquiry — Case 948,Closed,Low,,ACC000448,CON000948
CASE000949,General enquiry — Case 949,New,,,,
CASE000950,General enquiry — Case 950,Working,Medium,,ACC000450,CON000950
CASE000951,General enquiry — Case 951,Escalated,,,ACC000451,
CASE000952,General enquiry — Case 952,Closed,High,,,CON000952
CASE000953,General enquiry — Case 953,New,,,ACC000453,
CASE000954,General enquiry — Case 954,Working,Low,,ACC000454,CON000954
CASE000955,General enquiry — Case 955,Escalated,,,,
CASE000956,General enquiry — Case 956,Closed,Medium,,ACC000456,CON000956
CASE000957,General enquiry — Case 957,New,,,ACC000457,
CASE000958,General enquiry — Case 958,Working,High,,,CON000958
CASE000959,General enquiry — Case 959,Escalated,,,ACC000459,
CASE000960,General enquiry — Case 960,Closed,Low,,ACC000460,CON000960
CASE000961,General enquiry — Case 961,New,,,,
CASE000962,General enquiry — Case 962,Working,Medium,,ACC000462,CON000962
CASE000963,General enquiry — Case 963,Escalated,,,ACC000463,
CASE000964,General enquiry — Case 964,Closed,High,,,CON000964
CASE000965,General enquiry — Case 965,New,,,ACC000465,
CASE000966,General enquiry — Case 966,Working,Low,,ACC000466,CON000966
CASE000967,General enquiry — Case 967,Escalated,,,,
CASE000968,General enquiry — Case 968,Closed,Medium,,ACC000468,CON000968
CASE000969,General enquiry — Case 969,New,,,ACC000469,
CASE000970,General enquiry — Case 970,Working,High,,,CON000970
CASE000971,General enquiry — Case 971,Escalated,,,ACC000471,
CASE000972,General enquiry — Case 972,Closed,Low,,ACC000472,CON000972
CASE000973,General enquiry — Case 973,New,,,,
CASE000974,General enquiry — Case 974,Working,Medium,,ACC000474,CON000974
CASE000975,General enquiry — Case 975,Escalated,,,ACC000475,
CASE000976,General enquiry — Case 976,Closed,High,,,CON000976
CASE000977,General enquiry — Case 977,New,,,ACC000477,
CASE000978,General enquiry — Case 978,Working,Low,,ACC000478,CON000978
CASE000979,General enquiry — Case 979,Escalated,,,,
CASE000980,General enquiry — Case 980,Closed,Medium,,ACC000480,CON000980
CASE000981,General enquiry — Case 981,New,,,ACC000481,
CASE000982,General enquiry — Case 982,Working,High,,,CON000982
CASE000983,General enquiry — Case 983,Escalated,,,ACC000483,
CASE000984,General enquiry — Case 984,Closed,Low,,ACC000484,CON000984
CASE000985,General enquiry — Case 985,New,,,,
CASE000986,General enquiry — Case 986,Working,Medium,,ACC000486,CON000986
CASE000987,General enquiry — Case 987,Escalated,,,ACC000487,
CASE000988,General enquiry — Case 988,Closed,High,,,CON000988
CASE000989,General enquiry — Case 989,New,,,ACC000489,
CASE000990,General enquiry — Case 990,Working,Low,,ACC000490,CON000990
CASE000991,General enquiry — Case 991,Escalated,,,,
CASE000992,General enquiry — Case 992,Closed,Medium,,ACC000492,CON000992
CASE000993,General enquiry — Case 993,New,,,ACC000493,
CASE000994,General enquiry — Case 994,Working,High,,,CON000994
CASE000995,General enquiry — Case 995,Escalated,,,ACC000495,
CASE000996,General enquiry — Case 996,Closed,Low,,ACC000496,CON000996
CASE000997,General enquiry — Case 997,New,,,,
CASE000998,General enquiry — Case 998,Working,Medium,,ACC000498,CON000998
CASE000999,General enquiry — Case 999,Escalated,,,ACC000499,
CASE001000,General enquiry — Case 1000,Closed,High,,,CON001000
CASE001001,General enquiry — Case 1001,New,,,ACC000001,
CASE001002,General enquiry — Case 1002,Working,Low,,ACC000002,CON001002
CASE001003,General enquiry — Case 1003,Escalated,,,,
CASE001004,General enquiry — Case 1004,Closed,Medium,,ACC000004,CON001004
CASE001005,General enquiry — Case 1005,New,,,ACC000005,
CASE001006,General enquiry — Case 1006,Working,High,,,CON001006
CASE001007,General enquiry — Case 1007,Escalated,,,ACC000007,
CASE001008,General enquiry — Case 1008,Closed,Low,,ACC000008,CON001008
CASE001009,General enquiry — Case 1009,New,,,,
CASE001010,General enquiry — Case 1010,Working,Medium,,ACC000010,CON001010
CASE001011,General enquiry — Case 1011,Escalated,,,ACC000011,
CASE001012,General enquiry — Case 1012,Closed,High,,,CON001012
CASE001013,General enquiry — Case 1013,New,,,ACC000013,
CASE001014,General enquiry — Case 1014,Working,Low,,ACC000014,CON001014
CASE001015,General enquiry — Case 1015,Escalated,,,,
CASE001016,General enquiry — Case 1016,Closed,Medium,,ACC000016,CON001016
CASE001017,General enquiry — Case 1017,New,,,ACC000017,
CASE001018,General enquiry — Case 1018,Working,High,,,CON001018
CASE001019,General enquiry — Case 1019,Escalated,,,ACC000019,
CASE001020,General enquiry — Case 1020,Closed,Low,,ACC000020,CON001020
CASE001021,General enquiry — Case 1021,New,,,,
CASE001022,General enquiry — Case 1022,Working,Medium,,ACC000022,CON001022
CASE001023,General enquiry — Case 1023,Escalated,,,ACC000023,
CASE001024,General enquiry — Case 1024,Closed,High,,,CON001024
CASE001025,General enquiry — Case 1025,New,,,ACC000025,
CASE001026,General enquiry — Case 1026,Working,Low,,ACC000026,CON001026
CASE001027,General enquiry — Case 1027,Escalated,,,,
CASE001028,General enquiry — Case 1028,Closed,Medium,,ACC000028,CON001028
CASE001029,General enquiry — Case 1029,New,,,ACC000029,
CASE001030,General enquiry — Case 1030,Working,High,,,CON001030
CASE001031,General enquiry — Case 1031,Escalated,,,ACC000031,
CASE001032,General enquiry — Case 1032,Closed,Low,,ACC000032,CON001032
CASE001033,General enquiry — Case 1033,New,,,,
CASE001034,General enquiry — Case 1034,Working,Medium,,ACC000034,CON001034
CASE001035,General enquiry — Case 1035,Escalated,,,ACC000035,
CASE001036,General enquiry — Case 1036,Closed,High,,,CON001036
CASE001037,General enquiry — Case 1037,New,,,ACC000037,
CASE001038,General enquiry — Case 1038,Working,Low,,ACC000038,CON001038
CASE001039,General enquiry — Case 1039,Escalated,,,,
CASE001040,General enquiry — Case 1040,Closed,Medium,,ACC000040,CON001040
CASE001041,General enquiry — Case 1041,New,,,ACC000041,
CASE001042,General enquiry — Case 1042,Working,High,,,CON001042
CASE001043,General enquiry — Case 1043,Escalated,,,ACC000043,
CASE001044,General enquiry — Case 1044,Closed,Low,,ACC000044,CON001044
CASE001045,General enquiry — Case 1045,New,,,,
CASE001046,General enquiry — Case 1046,Working,Medium,,ACC000046,CON001046
CASE001047,General enquiry — Case 1047,Escalated,,,ACC000047,
CASE001048,General enquiry — Case 1048,Closed,High,,,CON001048
CASE001049,General enquiry — Case 1049,New,,,ACC000049,
CASE001050,General enquiry — Case 1050,Working,Low,,ACC000050,CON001050
CASE001051,General enquiry — Case 1051,Escalated,,,,
CASE001052,General enquiry — Case 1052,Closed,Medium,,ACC000052,CON001052
CASE001053,General enquiry — Case 1053,New,,,ACC000053,
CASE001054,General enquiry — Case 1054,Working,High,,,CON001054
CASE001055,General enquiry — Case 1055,Escalated,,,ACC000055,
CASE001056,General enquiry — Case 1056,Closed,Low,,ACC000056,CON001056
CASE001057,General enquiry — Case 1057,New,,,,
CASE001058,General enquiry — Case 1058,Working,Medium,,ACC000058,CON001058
CASE001059,General enquiry — Case 1059,Escalated,,,ACC000059,
CASE001060,General enquiry — Case 1060,Closed,High,,,CON001060
CASE001061,General enquiry — Case 1061,New,,,ACC000061,
CASE001062,General enquiry — Case 1062,Working,Low,,ACC000062,CON001062
CASE001063,General enquiry — Case 1063,Escalated,,,,
CASE001064,General enquiry — Case 1064,Closed,Medium,,ACC000064,CON001064
CASE001065,General enquiry — Case 1065,New,,,ACC000065,
CASE001066,General enquiry — Case 1066,Working,High,,,CON001066
CASE001067,General enquiry — Case 1067,Escalated,,,ACC000067,
CASE001068,General enquiry — Case 1068,Closed,Low,,ACC000068,CON001068
CASE001069,General enquiry — Case 1069,New,,,,
CASE001070,General enquiry — Case 1070,Working,Medium,,ACC000070,CON001070
CASE001071,General enquiry — Case 1071,Escalated,,,ACC000071,
CASE001072,General enquiry — Case 1072,Closed,High,,,CON001072
CASE001073,General enquiry — Case 1073,New,,,ACC000073,
CASE001074,General enquiry — Case 1074,Working,Low,,ACC000074,CON001074
CASE001075,General enquiry — Case 1075,Escalated,,,,
CASE001076,General enquiry — Case 1076,Closed,Medium,,ACC000076,CON001076
CASE001077,General enquiry — Case 1077,New,,,ACC000077,
CASE001078,General enquiry — Case 1078,Working,High,,,CON001078
CASE001079,General enquiry — Case 1079,Escalated,,,ACC000079,
CASE001080,General enquiry — Case 1080,Closed,Low,,ACC000080,CON001080
CASE001081,General enquiry — Case 1081,New,,,,
CASE001082,General enquiry — Case 1082,Working,Medium,,ACC000082,CON001082
CASE001083,General enquiry — Case 1083,Escalated,,,ACC000083,
CASE001084,General enquiry — Case 1084,Closed,High,,,CON001084
CASE001085,General enquiry — Case 1085,New,,,ACC000085,
CASE001086,General enquiry — Case 1086,Working,Low,,ACC000086,CON001086
CASE001087,General enquiry — Case 1087,Escalated,,,,
CASE001088,General enquiry — Case 1088,Closed,Medium,,ACC000088,CON001088
CASE001089,General enquiry — Case 1089,New,,,ACC000089,
CASE001090,General enquiry — Case 1090,Working,High,,,CON001090
CASE001091,General enquiry — Case 1091,Escalated,,,ACC000091,
CASE001092,General enquiry — Case 1092,Closed,Low,,ACC000092,CON001092
CASE001093,General enquiry — Case 1093,New,,,,
CASE001094,General enquiry — Case 1094,Working,Medium,,ACC000094,CON001094
CASE001095,General enquiry — Case 1095,Escalated,,,ACC000095,
CASE001096,General enquiry — Case 1096,Closed,High,,,CON001096
CASE001097,General enquiry — Case 1097,New,,,ACC000097,
CASE001098,General enquiry — Case 1098,Working,Low,,ACC000098,CON001098
CASE001099,General enquiry — Case 1099,Escalated,,,,
CASE001100,General enquiry — Case 1100,Closed,Medium,,ACC000100,CON001100
CASE001101,General enquiry — Case 1101,New,,,ACC000101,
CASE001102,General enquiry — Case 1102,Working,High,,,CON001102
CASE001103,General enquiry — Case 1103,Escalated,,,ACC000103,
CASE001104,General enquiry — Case 1104,Closed,Low,,ACC000104,CON001104
CASE001105,General enquiry — Case 1105,New,,,,
CASE001106,General enquiry — Case 1106,Working,Medium,,ACC000106,CON001106
CASE001107,General enquiry — Case 1107,Escalated,,,ACC000107,
CASE001108,General enquiry — Case 1108,Closed,High,,,CON001108
CASE001109,General enquiry — Case 1109,New,,,ACC000109,
CASE001110,General enquiry — Case 1110,Working,Low,,ACC000110,CON001110
CASE001111,General enquiry — Case 1111,Escalated,,,,
CASE001112,General enquiry — Case 1112,Closed,Medium,,ACC000112,CON001112
CASE001113,General enquiry — Case 1113,New,,,ACC000113,
CASE001114,General enquiry — Case 1114,Working,High,,,CON001114
CASE001115,General enquiry — Case 1115,Escalated,,,ACC000115,
CASE001116,General enquiry — Case 1116,Closed,Low,,ACC000116,CON001116
CASE001117,General enquiry — Case 1117,New,,,,
CASE001118,General enquiry — Case 1118,Working,Medium,,ACC000118,CON001118
CASE001119,General enquiry — Case 1119,Escalated,,,ACC000119,
CASE001120,General enquiry — Case 1120,Closed,High,,,CON001120
CASE001121,General enquiry — Case 1121,New,,,ACC000121,
CASE001122,General enquiry — Case 1122,Working,Low,,ACC000122,CON001122
CASE001123,General enquiry — Case 1123,Escalated,,,,
CASE001124,General enquiry — Case 1124,Closed,Medium,,ACC000124,CON001124
CASE001125,General enquiry — Case 1125,New,,,ACC000125,
CASE001126,General enquiry — Case 1126,Working,High,,,CON001126
CASE001127,General enquiry — Case 1127,Escalated,,,ACC000127,
CASE001128,General enquiry — Case 1128,Closed,Low,,ACC000128,CON001128
CASE001129,General enquiry — Case 1129,New,,,,
CASE001130,General enquiry — Case 1130,Working,Medium,,ACC000130,CON001130
CASE001131,General enquiry — Case 1131,Escalated,,,ACC000131,
CASE001132,General enquiry — Case 1132,Closed,High,,,CON001132
CASE001133,General enquiry — Case 1133,New,,,ACC000133,
CASE001134,General enquiry — Case 1134,Working,Low,,ACC000134,CON001134
CASE001135,General enquiry — Case 1135,Escalated,,,,
CASE001136,General enquiry — Case 1136,Closed,Medium,,ACC000136,CON001136
CASE001137,General enquiry — Case 1137,New,,,ACC000137,
CASE001138,General enquiry — Case 1138,Working,High,,,CON001138
CASE001139,General enquiry — Case 1139,Escalated,,,ACC000139,
CASE001140,General enquiry — Case 1140,Closed,Low,,ACC000140,CON001140
CASE001141,General enquiry — Case 1141,New,,,,
CASE001142,General enquiry — Case 1142,Working,Medium,,ACC000142,CON001142
CASE001143,General enquiry — Case 1143,Escalated,,,ACC000143,
CASE001144,General enquiry — Case 1144,Closed,High,,,CON001144
CASE001145,General enquiry — Case 1145,New,,,ACC000145,
CASE001146,General enquiry — Case 1146,Working,Low,,ACC000146,CON001146
